Date,Decimal Date,MJD,Up
2020-05-30 12:00:00,2020.4120465434635,58999.5,0.0101100048050284
2020-05-31 12:00:00,2020.4147843942505,59000.5,0.0101189706474542
2020-06-01 12:00:00,2020.4175222450376,59001.5,0.0101471552625298
2020-06-02 12:00:00,2020.4202600958247,59002.5,0.0101448707282543
2020-06-03 12:00:00,2020.422997946612,59003.5,0.0101732732728123
2020-06-04 12:00:00,2020.425735797399,59004.5,0.0100944535806775
2020-06-05 12:00:00,2020.4284736481861,59005.5,0.0095492424443364
2020-06-06 12:00:00,2020.4312114989732,59006.5,0.0093842484056949
2020-06-07 12:00:00,2020.4339493497605,59007.5,0.0094007477164268
2020-06-08 12:00:00,2020.4366872005476,59008.5,0.0094512831419706
2020-06-09 12:00:00,2020.4394250513346,59009.5,0.0093616433441638
2020-06-10 12:00:00,2020.442162902122,59010.5,0.0091878967359662
2020-06-11 12:00:00,2020.444900752909,59011.5,0.0091105327010154
2020-06-12 12:00:00,2020.447638603696,59012.5,0.0090123247355222
2020-06-13 12:00:00,2020.4503764544831,59013.5,0.0087850801646709
2020-06-14 12:00:00,2020.4531143052704,59014.5,0.0088596194982528
2020-06-15 12:00:00,2020.4558521560575,59015.5,0.0089029781520366
2020-06-16 12:00:00,2020.4585900068446,59016.5,0.0089819254353642
2020-06-17 12:00:00,2020.4613278576317,59017.5,0.0090297916904091
2020-06-18 12:00:00,2020.464065708419,59018.5,0.009030831977725
2020-06-19 12:00:00,2020.466803559206,59019.5,0.0090347751975059
2020-06-20 12:00:00,2020.469541409993,59020.5,0.0090690413489937
2020-06-21 12:00:00,2020.4722792607804,59021.5,0.0091325901448726
2020-06-22 12:00:00,2020.4750171115675,59022.5,0.0091531770303845
2020-06-23 12:00:00,2020.4777549623545,59023.5,0.009167649783194
2020-06-24 12:00:00,2020.4804928131416,59024.5,0.0091898906975984
2020-06-25 12:00:00,2020.483230663929,59025.5,0.0089457221329212
2020-06-26 12:00:00,2020.485968514716,59026.5,0.008964798413217
2020-06-27 12:00:00,2020.488706365503,59027.5,0.0089042317122221
2020-06-28 12:00:00,2020.4914442162901,59028.5,0.0089480020105838
2020-06-29 12:00:00,2020.4941820670774,59029.5,0.0088182026520371
2020-06-30 12:00:00,2020.4969199178645,59030.5,0.0079970667138695
2020-07-01 12:00:00,2020.4996577686516,59031.5,0.0079674217849969
2020-07-02 12:00:00,2020.5023956194386,59032.5,0.0080707445740699
2020-07-03 12:00:00,2020.505133470226,59033.5,0.0081567512825131
2020-07-04 12:00:00,2020.507871321013,59034.5,0.0082418862730264
2020-07-05 12:00:00,2020.5106091718,59035.5,0.0080411843955516
2020-07-06 12:00:00,2020.5133470225874,59036.5,0.008049776777625
2020-07-07 12:00:00,2020.5160848733744,59037.5,0.0071930903941392
2020-07-08 12:00:00,2020.5188227241615,59038.5,0.0067667146213352
2020-07-09 12:00:00,2020.5215605749486,59039.5,0.0068653728812932
2020-07-10 12:00:00,2020.5242984257359,59040.5,0.006980322767049
2020-07-11 12:00:00,2020.527036276523,59041.5,0.0068260193802416
2020-07-12 12:00:00,2020.52977412731,59042.5,0.0066524581052362
2020-07-13 12:00:00,2020.532511978097,59043.5,0.0067456709221005
2020-07-14 12:00:00,2020.5352498288844,59044.5,0.0068585509434342
2020-07-15 12:00:00,2020.5379876796715,59045.5,0.0069793104194104
2020-07-16 12:00:00,2020.5407255304585,59046.5,0.0068044918589293
2020-07-17 12:00:00,2020.5434633812458,59047.5,0.0068545984104275
2020-07-18 12:00:00,2020.546201232033,59048.5,0.0069768982939422
2020-07-19 12:00:00,2020.54893908282,59049.5,0.0071209422312676
2020-07-20 12:00:00,2020.551676933607,59050.5,0.0072601954452693
2020-07-21 12:00:00,2020.5544147843943,59051.5,0.0073542455211281
2020-07-22 12:00:00,2020.5571526351814,59052.5,0.0074245706200599
2020-07-23 12:00:00,2020.5598904859685,59053.5,0.0074977409094572
2020-07-24 12:00:00,2020.5626283367556,59054.5,0.0075322310440242
2020-07-25 12:00:00,2020.5653661875428,59055.5,0.0074870204553008
2020-07-26 12:00:00,2020.56810403833,59056.5,0.0075816339813172
2020-07-27 12:00:00,2020.570841889117,59057.5,0.0075994036160409
2020-07-28 12:00:00,2020.573579739904,59058.5,0.0074132578447461
2020-07-29 12:00:00,2020.5763175906914,59059.5,0.0075353910215198
2020-07-30 12:00:00,2020.5790554414784,59060.5,0.0076500046998262
2020-07-31 12:00:00,2020.5817932922655,59061.5,0.0077604507096111
2020-08-01 12:00:00,2020.5845311430528,59062.5,0.0078801652416586
2020-08-02 12:00:00,2020.5872689938399,59063.5,0.0080252885818481
2020-08-03 12:00:00,2020.590006844627,59064.5,0.0081732887774705
2020-08-04 12:00:00,2020.592744695414,59065.5,0.0083304131403565
2020-08-05 12:00:00,2020.5954825462013,59066.5,0.0084737660363316
2020-08-06 12:00:00,2020.5982203969884,59067.5,0.0086093693971633
2020-08-07 12:00:00,2020.6009582477755,59068.5,0.0087190605700016
2020-08-08 12:00:00,2020.6036960985625,59069.5,0.0088419644162058
2020-08-09 12:00:00,2020.6064339493498,59070.5,0.0089954324066638
2020-08-10 12:00:00,2020.609171800137,59071.5,0.0091360956430435
2020-08-11 12:00:00,2020.611909650924,59072.5,0.0091794645413756
2020-08-12 12:00:00,2020.6146475017113,59073.5,0.0088688088580966
2020-08-13 12:00:00,2020.6173853524983,59074.5,0.0088803973048925
2020-08-14 12:00:00,2020.6201232032854,59075.5,0.0088964039459824
2020-08-15 12:00:00,2020.6228610540725,59076.5,0.0088209845125675
2020-08-16 12:00:00,2020.6255989048598,59077.5,0.0088611776009202
2020-08-17 12:00:00,2020.6283367556468,59078.5,0.0089277271181344
2020-08-18 12:00:00,2020.631074606434,59079.5,0.0088342521339654
2020-08-19 12:00:00,2020.633812457221,59080.5,0.0087177641689777
2020-08-20 12:00:00,2020.6365503080083,59081.5,0.0087427599355578
2020-08-21 12:00:00,2020.6392881587954,59082.5,0.0088161285966634
2020-08-22 12:00:00,2020.6420260095824,59083.5,0.0089381402358412
2020-08-23 12:00:00,2020.6447638603697,59084.5,0.0090798521414399
2020-08-24 12:00:00,2020.6475017111568,59085.5,0.0092210145667195
2020-08-25 12:00:00,2020.6502395619439,59086.5,0.0093096140772104
2020-08-26 12:00:00,2020.652977412731,59087.5,0.0093935308977961
2020-08-27 12:00:00,2020.6557152635182,59088.5,0.009445235133171
2020-08-28 12:00:00,2020.6584531143053,59089.5,0.0094384299591183
2020-08-29 12:00:00,2020.6611909650924,59090.5,0.0095180971547961
2020-08-30 12:00:00,2020.6639288158794,59091.5,0.0094831157475709
2020-08-31 12:00:00,2020.6666666666667,59092.5,0.009592561982572
2020-09-01 12:00:00,2020.6694045174538,59093.5,0.0095304390415549
2020-09-02 12:00:00,2020.6721423682409,59094.5,0.0095235202461481
2020-09-03 12:00:00,2020.674880219028,59095.5,0.0095362039282917
2020-09-04 12:00:00,2020.6776180698153,59096.5,0.0096273738890886
