site,YYMMMDD,yyyy.yyyy,__MJD,week,d,reflon,east(m),north(m),up(m),_ant(m),sig_e(m),sig_n(m),sig_u(m),__corr_en,__corr_eu,__corr_nu
POAL,23JUL07,2023.5127,60132,2269,5,-51.1,-1905.45598,-3328320.94429,76.74034,0.0075,0.00071,0.00078,0.00288,-0.04680,-0.03185,0.10096
POAL,23JUL08,2023.5154,60133,2269,6,-51.1,-1905.45806,-3328320.94696,76.73099,0.0075,0.00068,0.00076,0.00274,-0.03501,-0.00637,0.08388
POAL,23JUL09,2023.5181,60134,2270,0,-51.1,-1905.45719,-3328320.94436,76.73624,0.0075,0.00067,0.00074,0.00268,-0.05138,-0.02602,0.08646
POAL,23JUL10,2023.5209,60135,2270,1,-51.1,-1905.45763,-3328320.94589,76.74177,0.0075,0.00071,0.00077,0.00285,-0.04966,-0.05158,0.09735
POAL,23JUL11,2023.5236,60136,2270,2,-51.1,-1905.45778,-3328320.94210,76.73762,0.0075,0.00071,0.00077,0.00281,-0.05576,-0.03943,0.10692
POAL,23JUL12,2023.5264,60137,2270,3,-51.1,-1905.45845,-3328320.94329,76.74330,0.0075,0.00072,0.00079,0.00292,-0.01996,-0.03570,0.11762
POAL,23JUL13,2023.5291,60138,2270,4,-51.1,-1905.45889,-3328320.94340,76.73156,0.0075,0.00072,0.00078,0.00289,-0.03975,-0.05446,0.10726
POAL,23JUL14,2023.5318,60139,2270,5,-51.1,-1905.45886,-3328320.94075,76.72665,0.0075,0.00070,0.00076,0.00273,-0.06179,-0.03031,0.05349
POAL,23JUL15,2023.5346,60140,2270,6,-51.1,-1905.45817,-3328320.94231,76.73385,0.0075,0.00069,0.00076,0.00271,-0.06497,-0.02160,0.08696
POAL,23JUL16,2023.5373,60141,2271,0,-51.1,-1905.45928,-3328320.94330,76.73336,0.0075,0.00070,0.00080,0.00280,-0.07428,-0.01967,0.07874
POAL,23JUL17,2023.5400,60142,2271,1,-51.1,-1905.45921,-3328320.94143,76.73189,0.0075,0.00069,0.00077,0.00275,-0.06024,-0.00875,0.08635
POAL,23JUL18,2023.5428,60143,2271,2,-51.1,-1905.46166,-3328320.94237,76.72867,0.0075,0.00069,0.00078,0.00278,-0.06404,-0.02079,0.09930
POAL,23JUL19,2023.5455,60144,2271,3,-51.1,-1905.45886,-3328320.94076,76.72928,0.0075,0.00068,0.00075,0.00269,-0.06159,-0.01887,0.08650
POAL,23JUL20,2023.5483,60145,2271,4,-51.1,-1905.45824,-3328320.94212,76.73469,0.0075,0.00068,0.00075,0.00269,-0.06744,-0.03214,0.10405
POAL,23JUL21,2023.5510,60146,2271,5,-51.1,-1905.45733,-3328320.94172,76.73591,0.0075,0.00069,0.00076,0.00275,-0.06607,-0.03095,0.10456
POAL,23JUL22,2023.5537,60147,2271,6,-51.1,-1905.45594,-3328320.94318,76.73707,0.0075,0.00068,0.00075,0.00269,-0.07601,-0.02552,0.07865
POAL,23JUL23,2023.5565,60148,2272,0,-51.1,-1905.45671,-3328320.94549,76.73938,0.0075,0.00070,0.00076,0.00274,-0.07234,-0.04349,0.07227
POAL,23JUL24,2023.5592,60149,2272,1,-51.1,-1905.45765,-3328320.94222,76.73646,0.0075,0.00069,0.00076,0.00273,-0.06244,-0.00739,0.09287
POAL,23JUL25,2023.5619,60150,2272,2,-51.1,-1905.45602,-3328320.94430,76.74188,0.0075,0.00070,0.00077,0.00283,-0.07196,-0.02992,0.10185
POAL,23JUL26,2023.5647,60151,2272,3,-51.1,-1905.45508,-3328320.94282,76.74065,0.0075,0.00070,0.00077,0.00278,-0.08107,-0.01125,0.10173
POAL,23JUL27,2023.5674,60152,2272,4,-51.1,-1905.45930,-3328320.94384,76.73688,0.0075,0.00069,0.00076,0.00270,-0.07568,-0.02216,0.09047
POAL,23JUL28,2023.5702,60153,2272,5,-51.1,-1905.45711,-3328320.94335,76.73304,0.0075,0.00071,0.00078,0.00282,-0.06273,-0.00481,0.10499
POAL,23JUL29,2023.5729,60154,2272,6,-51.1,-1905.46082,-3328320.94206,76.73540,0.0075,0.00069,0.00076,0.00270,-0.08604,-0.02109,0.09125
POAL,23JUL30,2023.5756,60155,2273,0,-51.1,-1905.45976,-3328320.94423,76.73678,0.0075,0.00069,0.00075,0.00267,-0.08067,-0.02731,0.10032
POAL,23JUL31,2023.5784,60156,2273,1,-51.1,-1905.45817,-3328320.94330,76.73196,0.0075,0.00069,0.00077,0.00270,-0.08637,-0.03020,0.08755
POAL,23AUG01,2023.5811,60157,2273,2,-51.1,-1905.45879,-3328320.94439,76.73652,0.0075,0.00068,0.00076,0.00264,-0.08524,-0.02103,0.08387
POAL,23AUG02,2023.5838,60158,2273,3,-51.1,-1905.46024,-3328320.94556,76.73838,0.0075,0.00069,0.00076,0.00271,-0.08672,-0.02630,0.07505
POAL,23AUG03,2023.5866,60159,2273,4,-51.1,-1905.45984,-3328320.94739,76.74401,0.0075,0.00069,0.00076,0.00272,-0.07539,-0.02351,0.08539
POAL,23AUG04,2023.5893,60160,2273,5,-51.1,-1905.45806,-3328320.94555,76.74226,0.0075,0.00070,0.00076,0.00272,-0.07523,-0.03511,0.09910
POAL,23AUG05,2023.5921,60161,2273,6,-51.1,-1905.45636,-3328320.94484,76.74228,0.0075,0.00071,0.00080,0.00285,-0.09323,-0.03251,0.05196
POAL,23AUG06,2023.5948,60162,2274,0,-51.1,-1905.45514,-3328320.94214,76.73800,0.0075,0.00069,0.00076,0.00268,-0.08268,-0.04466,0.09472
POAL,23AUG07,2023.5975,60163,2274,1,-51.1,-1905.45606,-3328320.94263,76.73024,0.0075,0.00071,0.00078,0.00279,-0.06120,-0.02051,0.08223
POAL,23AUG08,2023.6003,60164,2274,2,-51.1,-1905.45660,-3328320.94469,76.72946,0.0075,0.00068,0.00076,0.00266,-0.07215,-0.02980,0.09500
POAL,23AUG09,2023.6030,60165,2274,3,-51.1,-1905.45498,-3328320.94257,76.73545,0.0075,0.00069,0.00076,0.00272,-0.07581,-0.04134,0.09363
POAL,23AUG10,2023.6057,60166,2274,4,-51.1,-1905.45471,-3328320.94429,76.73114,0.0075,0.00069,0.00076,0.00275,-0.07217,-0.02085,0.10723
POAL,23AUG11,2023.6085,60167,2274,5,-51.1,-1905.45934,-3328320.94216,76.73492,0.0075,0.00077,0.00082,0.00298,-0.02139,-0.03368,0.09200
POAL,23AUG12,2023.6112,60168,2274,6,-51.1,-1905.45771,-3328320.94565,76.73826,0.0075,0.00073,0.00080,0.00283,-0.04136,-0.02371,0.10065
POAL,23AUG13,2023.6140,60169,2275,0,-51.1,-1905.45798,-3328320.94467,76.73677,0.0075,0.00068,0.00076,0.00266,-0.08441,-0.04048,0.08990
POAL,23AUG14,2023.6167,60170,2275,1,-51.1,-1905.45768,-3328320.94293,76.73211,0.0075,0.00071,0.00076,0.00274,-0.06804,-0.04882,0.11636
POAL,23AUG15,2023.6194,60171,2275,2,-51.1,-1905.45538,-3328320.94384,76.73693,0.0075,0.00072,0.00077,0.00279,-0.04657,-0.04620,0.12997
POAL,23AUG16,2023.6222,60172,2275,3,-51.1,-1905.45522,-3328320.94150,76.73441,0.0075,0.00067,0.00074,0.00263,-0.04515,-0.02665,0.08993
POAL,23AUG17,2023.6249,60173,2275,4,-51.1,-1905.45616,-3328320.94219,76.73967,0.0075,0.00069,0.00074,0.00269,-0.03322,-0.02879,0.12101
POAL,23AUG18,2023.6277,60174,2275,5,-51.1,-1905.45787,-3328320.94137,76.74654,0.0075,0.00069,0.00075,0.00273,-0.03752,-0.01632,0.09963
POAL,23AUG19,2023.6304,60175,2275,6,-51.1,-1905.45761,-3328320.94198,76.73729,0.0075,0.00067,0.00074,0.00265,-0.03901,-0.04366,0.09268
POAL,23AUG20,2023.6331,60176,2276,0,-51.1,-1905.45831,-3328320.94162,76.74202,0.0075,0.00068,0.00074,0.00268,-0.03792,-0.02262,0.11652
POAL,23AUG21,2023.6359,60177,2276,1,-51.1,-1905.45646,-3328320.94268,76.74047,0.0075,0.00069,0.00074,0.00269,-0.02849,-0.02321,0.11290
POAL,23AUG22,2023.6386,60178,2276,2,-51.1,-1905.45617,-3328320.94335,76.74337,0.0075,0.00075,0.00079,0.00297,-0.02666,-0.04739,0.11357
POAL,23AUG23,2023.6413,60179,2276,3,-51.1,-1905.45976,-3328320.94110,76.73171,0.0075,0.00079,0.00085,0.00332,-0.00012,-0.02209,0.08210
POAL,23AUG24,2023.6441,60180,2276,4,-51.1,-1905.45616,-3328320.94432,76.73978,0.0075,0.00071,0.00077,0.00286,-0.03448,-0.06091,0.06275
POAL,23AUG25,2023.6468,60181,2276,5,-51.1,-1905.45967,-3328320.94374,76.74167,0.0075,0.00069,0.00076,0.00272,-0.02550,-0.03345,0.09539
POAL,23AUG26,2023.6496,60182,2276,6,-51.1,-1905.45978,-3328320.94364,76.73290,0.0075,0.00068,0.00074,0.00267,-0.03612,-0.05156,0.10508
POAL,23AUG27,2023.6523,60183,2277,0,-51.1,-1905.45696,-3328320.94092,76.73588,0.0075,0.00067,0.00074,0.00265,-0.03240,-0.01698,0.09533
POAL,23AUG28,2023.6550,60184,2277,1,-51.1,-1905.45787,-3328320.94172,76.73719,0.0075,0.00070,0.00075,0.00273,-0.01232,-0.01548,0.12413
POAL,23AUG29,2023.6578,60185,2277,2,-51.1,-1905.45804,-3328320.94156,76.73468,0.0075,0.00068,0.00074,0.00268,-0.02896,-0.00918,0.11171
POAL,23AUG31,2023.6632,60187,2277,4,-51.1,-1905.45671,-3328320.94268,76.73802,0.0075,0.00067,0.00074,0.00267,-0.02599,-0.01688,0.08852
POAL,23SEP01,2023.6660,60188,2277,5,-51.1,-1905.45701,-3328320.94293,76.74481,0.0075,0.00069,0.00075,0.00269,-0.01378,0.00308,0.09315
POAL,23SEP02,2023.6687,60189,2277,6,-51.1,-1905.45703,-3328320.94283,76.74356,0.0075,0.00068,0.00075,0.00272,-0.03827,-0.01365,0.08668
POAL,23SEP03,2023.6715,60190,2278,0,-51.1,-1905.45103,-3328320.94317,76.73642,0.0075,0.00070,0.00076,0.00282,-0.04283,-0.02885,0.10567
POAL,23SEP04,2023.6742,60191,2278,1,-51.1,-1905.45740,-3328320.94302,76.72955,0.0075,0.00071,0.00079,0.00297,-0.01776,-0.00259,0.08158
POAL,23SEP05,2023.6769,60192,2278,2,-51.1,-1905.45608,-3328320.94318,76.72595,0.0075,0.00067,0.00074,0.00271,-0.02358,-0.01114,0.11690
POAL,23SEP06,2023.6797,60193,2278,3,-51.1,-1905.45801,-3328320.94117,76.73531,0.0075,0.00067,0.00074,0.00264,-0.02788,0.00509,0.09889
POAL,23SEP07,2023.6824,60194,2278,4,-51.1,-1905.45681,-3328320.94113,76.74091,0.0075,0.00068,0.00077,0.00282,-0.00786,-0.02274,0.07671
POAL,23SEP08,2023.6851,60195,2278,5,-51.1,-1905.45748,-3328320.93896,76.72751,0.0075,0.00069,0.00078,0.00288,-0.01756,-0.00860,0.09328
POAL,23SEP09,2023.6879,60196,2278,6,-51.1,-1905.45801,-3328320.94208,76.73080,0.0075,0.00067,0.00074,0.00268,-0.02304,0.01823,0.08052
POAL,23SEP10,2023.6906,60197,2279,0,-51.1,-1905.45666,-3328320.94214,76.73691,0.0075,0.00068,0.00075,0.00270,-0.05035,-0.01626,0.09743
POAL,23SEP11,2023.6934,60198,2279,1,-51.1,-1905.45574,-3328320.94046,76.73490,0.0075,0.00068,0.00075,0.00274,0.00003,-0.00817,0.11229
POAL,23SEP12,2023.6961,60199,2279,2,-51.1,-1905.45640,-3328320.94174,76.73946,0.0075,0.00072,0.00078,0.00296,-0.03033,0.00647,0.12005
POAL,23SEP13,2023.6988,60200,2279,3,-51.1,-1905.45881,-3328320.93996,76.72855,0.0075,0.00070,0.00077,0.00290,-0.02874,-0.01826,0.09958
POAL,23SEP14,2023.7016,60201,2279,4,-51.1,-1905.45851,-3328320.94151,76.72796,0.0075,0.00070,0.00075,0.00273,-0.02429,0.00919,0.07411
POAL,23SEP15,2023.7043,60202,2279,5,-51.1,-1905.45777,-3328320.94197,76.72990,0.0075,0.00069,0.00074,0.00267,-0.01965,0.00025,0.07250
POAL,23SEP16,2023.7070,60203,2279,6,-51.1,-1905.45733,-3328320.94210,76.73538,0.0075,0.00066,0.00073,0.00263,-0.04663,0.00412,0.09572
POAL,23SEP17,2023.7098,60204,2280,0,-51.1,-1905.45473,-3328320.94455,76.73313,0.0075,0.00067,0.00075,0.00267,-0.03765,-0.00754,0.06815
POAL,23SEP18,2023.7125,60205,2280,1,-51.1,-1905.45690,-3328320.94320,76.72644,0.0075,0.00070,0.00077,0.00287,-0.02715,0.00749,0.10959
POAL,23SEP19,2023.7153,60206,2280,2,-51.1,-1905.45795,-3328320.94118,76.72978,0.0075,0.00070,0.00078,0.00286,-0.03714,0.01087,0.09174
POAL,23SEP20,2023.7180,60207,2280,3,-51.1,-1905.45630,-3328320.94382,76.73773,0.0075,0.00067,0.00073,0.00264,-0.04199,-0.01795,0.11006
POAL,23SEP21,2023.7207,60208,2280,4,-51.1,-1905.45664,-3328320.94283,76.73471,0.0075,0.00067,0.00075,0.00271,-0.04835,-0.02857,0.07895
POAL,23SEP22,2023.7235,60209,2280,5,-51.1,-1905.45247,-3328320.94296,76.74228,0.0075,0.00073,0.00080,0.00303,-0.04011,-0.00090,0.10170
POAL,23SEP23,2023.7262,60210,2280,6,-51.1,-1905.45439,-3328320.94275,76.73037,0.0075,0.00071,0.00078,0.00291,-0.02391,-0.02222,0.09487
POAL,23SEP24,2023.7290,60211,2281,0,-51.1,-1905.45652,-3328320.94099,76.72625,0.0075,0.00070,0.00078,0.00289,-0.04492,-0.01190,0.09936
POAL,23SEP25,2023.7317,60212,2281,1,-51.1,-1905.45831,-3328320.94089,76.73317,0.0075,0.00075,0.00083,0.00311,-0.04968,-0.02685,0.05558
POAL,23SEP26,2023.7344,60213,2281,2,-51.1,-1905.45645,-3328320.94083,76.72097,0.0075,0.00074,0.00082,0.00311,-0.03080,-0.01682,0.11535
POAL,23SEP27,2023.7372,60214,2281,3,-51.1,-1905.45874,-3328320.94403,76.72708,0.0075,0.00071,0.00079,0.00288,-0.05497,-0.06350,0.08571
POAL,23SEP28,2023.7399,60215,2281,4,-51.1,-1905.45839,-3328320.94419,76.72845,0.0075,0.00068,0.00077,0.00279,-0.03050,-0.01192,0.07798
POAL,23SEP29,2023.7426,60216,2281,5,-51.1,-1905.45869,-3328320.94502,76.73231,0.0075,0.00067,0.00075,0.00266,-0.04502,-0.00996,0.08608
POAL,23SEP30,2023.7454,60217,2281,6,-51.1,-1905.45754,-3328320.94439,76.73571,0.0075,0.00068,0.00076,0.00274,-0.05614,-0.00512,0.06374
POAL,23OCT01,2023.7481,60218,2282,0,-51.1,-1905.45533,-3328320.94437,76.73374,0.0075,0.00069,0.00077,0.00272,-0.05374,-0.03400,0.05575
POAL,23OCT02,2023.7509,60219,2282,1,-51.1,-1905.45635,-3328320.94241,76.74110,0.0075,0.00073,0.00081,0.00290,-0.07659,-0.02434,0.00152
POAL,23OCT03,2023.7536,60220,2282,2,-51.1,-1905.45645,-3328320.94147,76.74314,0.0075,0.00069,0.00078,0.00284,-0.04274,0.01046,0.06672
POAL,23OCT04,2023.7563,60221,2282,3,-51.1,-1905.45879,-3328320.93865,76.72988,0.0075,0.00069,0.00077,0.00282,-0.04729,0.01067,0.07924
POAL,23OCT05,2023.7591,60222,2282,4,-51.1,-1905.45682,-3328320.94318,76.72836,0.0075,0.00069,0.00076,0.00276,-0.05556,-0.01348,0.07467
POAL,23OCT06,2023.7618,60223,2282,5,-51.1,-1905.45542,-3328320.94209,76.73505,0.0075,0.00071,0.00080,0.00290,-0.00983,-0.00844,0.04612
POAL,23OCT07,2023.7645,60224,2282,6,-51.1,-1905.45648,-3328320.94443,76.72577,0.0075,0.00074,0.00082,0.00306,-0.02074,-0.04108,0.05976
POAL,23OCT08,2023.7673,60225,2283,0,-51.1,-1905.45708,-3328320.94546,76.73784,0.0075,0.00072,0.00078,0.00287,-0.04022,-0.02717,0.07717
POAL,23OCT09,2023.7700,60226,2283,1,-51.1,-1905.46043,-3328320.94348,76.73036,0.0075,0.00068,0.00076,0.00274,-0.02397,-0.02764,0.08985
POAL,23OCT10,2023.7728,60227,2283,2,-51.1,-1905.45875,-3328320.94326,76.73384,0.0075,0.00068,0.00076,0.00271,-0.05809,-0.00527,0.08438
POAL,23OCT11,2023.7755,60228,2283,3,-51.1,-1905.45862,-3328320.93964,76.73108,0.0075,0.00072,0.00084,0.00305,-0.00808,-0.04593,0.03697
POAL,23OCT12,2023.7782,60229,2283,4,-51.1,-1905.45884,-3328320.94237,76.73038,0.0075,0.00069,0.00077,0.00280,-0.05655,-0.02213,0.05879
POAL,23OCT13,2023.7810,60230,2283,5,-51.1,-1905.45845,-3328320.94262,76.73435,0.0075,0.00068,0.00076,0.00276,-0.02387,-0.02033,0.09275
POAL,23OCT14,2023.7837,60231,2283,6,-51.1,-1905.45893,-3328320.94567,76.73198,0.0075,0.00067,0.00075,0.00270,-0.04768,-0.02676,0.08435
POAL,23OCT15,2023.7864,60232,2284,0,-51.1,-1905.45722,-3328320.94517,76.73188,0.0075,0.00073,0.00081,0.00293,-0.10053,-0.01065,0.07984
POAL,23OCT16,2023.7892,60233,2284,1,-51.1,-1905.45563,-3328320.94357,76.72973,0.0075,0.00073,0.00082,0.00299,-0.04212,-0.03625,0.03750
POAL,23OCT17,2023.7919,60234,2284,2,-51.1,-1905.45840,-3328320.94397,76.73884,0.0075,0.00071,0.00079,0.00289,-0.06324,-0.03145,0.06196
POAL,23OCT18,2023.7947,60235,2284,3,-51.1,-1905.46149,-3328320.94504,76.73410,0.0075,0.00068,0.00076,0.00276,-0.05918,-0.03508,0.07846
POAL,23OCT19,2023.7974,60236,2284,4,-51.1,-1905.45989,-3328320.94307,76.73159,0.0075,0.00069,0.00078,0.00280,-0.05725,-0.05750,0.06720
POAL,23OCT20,2023.8001,60237,2284,5,-51.1,-1905.45835,-3328320.94517,76.73773,0.0075,0.00070,0.00077,0.00279,-0.07939,-0.04973,0.09927
POAL,23OCT21,2023.8029,60238,2284,6,-51.1,-1905.45822,-3328320.94515,76.73571,0.0075,0.00067,0.00075,0.00268,-0.05445,-0.00749,0.07940
POAL,23OCT22,2023.8056,60239,2285,0,-51.1,-1905.45980,-3328320.94452,76.73494,0.0075,0.00068,0.00076,0.00274,-0.03313,-0.02776,0.08797
POAL,23OCT23,2023.8084,60240,2285,1,-51.1,-1905.45732,-3328320.94425,76.73569,0.0075,0.00070,0.00079,0.00290,-0.04230,-0.00330,0.07400
POAL,23OCT24,2023.8111,60241,2285,2,-51.1,-1905.45906,-3328320.94550,76.73844,0.0075,0.00068,0.00076,0.00280,-0.02054,-0.02469,0.10788
POAL,23OCT25,2023.8138,60242,2285,3,-51.1,-1905.45997,-3328320.94344,76.74153,0.0075,0.00069,0.00076,0.00278,-0.04819,-0.01073,0.08086
POAL,23OCT26,2023.8166,60243,2285,4,-51.1,-1905.45809,-3328320.94605,76.74312,0.0075,0.00068,0.00076,0.00272,-0.06284,0.00385,0.07786
POAL,23OCT27,2023.8193,60244,2285,5,-51.1,-1905.45909,-3328320.94565,76.74373,0.0075,0.00068,0.00075,0.00276,-0.01826,-0.01055,0.13340
POAL,23OCT28,2023.8220,60245,2285,6,-51.1,-1905.45824,-3328320.94473,76.73913,0.0075,0.00070,0.00079,0.00290,-0.02320,-0.03701,0.03597
POAL,23OCT29,2023.8248,60246,2286,0,-51.1,-1905.45861,-3328320.94379,76.73815,0.0075,0.00069,0.00077,0.00282,-0.03307,-0.02491,0.05166
POAL,23OCT30,2023.8275,60247,2286,1,-51.1,-1905.45623,-3328320.94304,76.73730,0.0075,0.00070,0.00077,0.00289,-0.00307,-0.04414,0.10178
POAL,23OCT31,2023.8303,60248,2286,2,-51.1,-1905.45931,-3328320.94376,76.73018,0.0075,0.00070,0.00076,0.00279,-0.04116,0.00756,0.10173
POAL,23NOV01,2023.8330,60249,2286,3,-51.1,-1905.45967,-3328320.94416,76.73556,0.0075,0.00069,0.00078,0.00283,-0.03891,0.00260,0.11544
POAL,23NOV02,2023.8357,60250,2286,4,-51.1,-1905.45939,-3328320.94162,76.73079,0.0075,0.00074,0.00080,0.00302,-0.04457,0.00412,0.10045
POAL,23NOV03,2023.8385,60251,2286,5,-51.1,-1905.45749,-3328320.94379,76.73900,0.0075,0.00075,0.00083,0.00313,-0.03344,-0.01425,0.14729
POAL,23NOV04,2023.8412,60252,2286,6,-51.1,-1905.46227,-3328320.94510,76.72752,0.0075,0.00071,0.00078,0.00281,-0.06107,0.02086,0.04161
POAL,23NOV05,2023.8439,60253,2287,0,-51.1,-1905.45986,-3328320.94208,76.73489,0.0075,0.00068,0.00074,0.00269,-0.03923,-0.01972,0.10271
POAL,23NOV06,2023.8467,60254,2287,1,-51.1,-1905.45906,-3328320.94063,76.73379,0.0075,0.00068,0.00075,0.00272,-0.04827,-0.03148,0.10729
POAL,23NOV07,2023.8494,60255,2287,2,-51.1,-1905.45784,-3328320.93969,76.73499,0.0075,0.00068,0.00075,0.00274,-0.05335,-0.02024,0.10397
POAL,23NOV08,2023.8522,60256,2287,3,-51.1,-1905.45730,-3328320.93954,76.73801,0.0075,0.00081,0.00087,0.00323,-0.04980,-0.08704,0.10846
POAL,23NOV09,2023.8549,60257,2287,4,-51.1,-1905.46075,-3328320.94125,76.73983,0.0075,0.00068,0.00076,0.00282,-0.02652,-0.00968,0.08576
POAL,23NOV10,2023.8576,60258,2287,5,-51.1,-1905.45918,-3328320.94260,76.74199,0.0075,0.00068,0.00075,0.00280,-0.03643,-0.01673,0.10112
POAL,23NOV11,2023.8604,60259,2287,6,-51.1,-1905.45546,-3328320.94011,76.73784,0.0075,0.00071,0.00081,0.00300,-0.03186,0.01724,0.09457
POAL,23NOV12,2023.8631,60260,2288,0,-51.1,-1905.45816,-3328320.94511,76.73494,0.0075,0.00075,0.00084,0.00317,-0.07208,-0.00439,0.04166
POAL,23NOV13,2023.8658,60261,2288,1,-51.1,-1905.45845,-3328320.93863,76.73152,0.0075,0.00075,0.00082,0.00309,-0.04301,0.00557,0.06573
POAL,23NOV14,2023.8686,60262,2288,2,-51.1,-1905.45852,-3328320.94022,76.74233,0.0075,0.00070,0.00078,0.00288,-0.03489,-0.00746,0.07328
POAL,23NOV15,2023.8713,60263,2288,3,-51.1,-1905.45583,-3328320.94141,76.72886,0.0075,0.00071,0.00079,0.00293,-0.06155,-0.00937,0.05957
POAL,23NOV16,2023.8741,60264,2288,4,-51.1,-1905.45834,-3328320.94215,76.73448,0.0075,0.00073,0.00080,0.00303,-0.04575,-0.04133,0.12192
POAL,23NOV17,2023.8768,60265,2288,5,-51.1,-1905.45704,-3328320.94124,76.73989,0.0075,0.00071,0.00081,0.00307,-0.01539,-0.00643,0.11745
POAL,23NOV18,2023.8795,60266,2288,6,-51.1,-1905.45966,-3328320.93954,76.72646,0.0075,0.00075,0.00083,0.00323,-0.02985,-0.01231,0.02728
POAL,23NOV19,2023.8823,60267,2289,0,-51.1,-1905.45746,-3328320.94332,76.73394,0.0075,0.00068,0.00077,0.00282,-0.05418,-0.00066,0.05706
POAL,23NOV20,2023.8850,60268,2289,1,-51.1,-1905.45725,-3328320.94352,76.73364,0.0075,0.00068,0.00077,0.00278,-0.03076,0.00208,0.06540
POAL,23NOV21,2023.8877,60269,2289,2,-51.1,-1905.45803,-3328320.94086,76.73491,0.0075,0.00070,0.00079,0.00292,-0.03662,0.02278,0.08044
POAL,23NOV22,2023.8905,60270,2289,3,-51.1,-1905.45242,-3328320.94107,76.73597,0.0075,0.00070,0.00077,0.00293,-0.01782,-0.00377,0.10386
POAL,23NOV23,2023.8932,60271,2289,4,-51.1,-1905.46056,-3328320.94311,76.72577,0.0075,0.00069,0.00077,0.00286,-0.05690,-0.03604,0.05155
POAL,23NOV24,2023.8960,60272,2289,5,-51.1,-1905.46043,-3328320.94209,76.73167,0.0075,0.00073,0.00082,0.00302,-0.06072,0.00614,0.00298
POAL,23NOV25,2023.8987,60273,2289,6,-51.1,-1905.45860,-3328320.94261,76.73597,0.0075,0.00072,0.00079,0.00288,-0.03677,0.00294,0.04478
POAL,23NOV26,2023.9014,60274,2290,0,-51.1,-1905.45795,-3328320.94150,76.73268,0.0075,0.00068,0.00075,0.00279,-0.03871,-0.00775,0.08711
POAL,23NOV27,2023.9042,60275,2290,1,-51.1,-1905.45870,-3328320.94260,76.73534,0.0075,0.00072,0.00081,0.00290,-0.09387,0.02710,0.04440
POAL,23NOV28,2023.9069,60276,2290,2,-51.1,-1905.45762,-3328320.93916,76.73675,0.0075,0.00102,0.00116,0.00437,-0.00489,-0.01352,0.11582
POAL,23NOV29,2023.9097,60277,2290,3,-51.1,-1905.45723,-3328320.94380,76.72847,0.0075,0.00134,0.00145,0.00515,0.00342,0.02111,0.08297
POAL,23NOV30,2023.9124,60278,2290,4,-51.1,-1905.45423,-3328320.94473,76.73937,0.0075,0.00075,0.00085,0.00306,-0.06503,-0.00829,0.02280
POAL,23DEC01,2023.9151,60279,2290,5,-51.1,-1905.45441,-3328320.94196,76.74234,0.0075,0.00070,0.00079,0.00287,-0.04132,0.02439,0.07587
POAL,23DEC02,2023.9179,60280,2290,6,-51.1,-1905.45412,-3328320.94343,76.73737,0.0075,0.00082,0.00089,0.00342,-0.07013,0.05294,-0.03021
POAL,23DEC03,2023.9206,60281,2291,0,-51.1,-1905.45557,-3328320.94316,76.73876,0.0075,0.00069,0.00078,0.00285,-0.05615,0.00222,0.05329
POAL,23DEC04,2023.9233,60282,2291,1,-51.1,-1905.45877,-3328320.94081,76.72738,0.0075,0.00068,0.00077,0.00281,-0.04272,-0.00879,0.04958
POAL,23DEC05,2023.9261,60283,2291,2,-51.1,-1905.45656,-3328320.94087,76.73232,0.0075,0.00069,0.00077,0.00279,-0.07911,0.01393,0.07968
POAL,23DEC06,2023.9288,60284,2291,3,-51.1,-1905.46128,-3328320.94026,76.73422,0.0075,0.00069,0.00077,0.00282,-0.07003,-0.01345,0.08804
POAL,23DEC07,2023.9316,60285,2291,4,-51.1,-1905.46046,-3328320.93910,76.72713,0.0075,0.00071,0.00080,0.00303,-0.03776,0.00994,0.10484
POAL,23DEC08,2023.9343,60286,2291,5,-51.1,-1905.46142,-3328320.94058,76.73012,0.0075,0.00070,0.00078,0.00286,-0.05697,-0.02663,0.06982
POAL,23DEC09,2023.9370,60287,2291,6,-51.1,-1905.46179,-3328320.93825,76.73527,0.0075,0.00068,0.00075,0.00275,-0.05090,-0.01100,0.08650
POAL,23DEC10,2023.9398,60288,2292,0,-51.1,-1905.45716,-3328320.93969,76.74654,0.0075,0.00070,0.00077,0.00294,-0.04058,-0.03673,0.12192
POAL,23DEC11,2023.9425,60289,2292,1,-51.1,-1905.45819,-3328320.94040,76.73769,0.0075,0.00067,0.00075,0.00270,-0.03801,0.00395,0.08216
POAL,23DEC12,2023.9452,60290,2292,2,-51.1,-1905.45604,-3328320.94017,76.73669,0.0075,0.00069,0.00078,0.00280,-0.06483,0.00478,0.05469
POAL,23DEC13,2023.9480,60291,2292,3,-51.1,-1905.45667,-3328320.93912,76.73268,0.0075,0.00070,0.00078,0.00293,-0.01943,-0.00344,0.14183
POAL,23DEC14,2023.9507,60292,2292,4,-51.1,-1905.45588,-3328320.94269,76.73991,0.0075,0.00076,0.00086,0.00314,-0.02427,0.08823,0.09832
POAL,23DEC15,2023.9535,60293,2292,5,-51.1,-1905.45725,-3328320.94254,76.73725,0.0075,0.00076,0.00087,0.00314,-0.04538,0.03423,0.06712
POAL,23DEC16,2023.9562,60294,2292,6,-51.1,-1905.45661,-3328320.94010,76.74359,0.0075,0.00070,0.00080,0.00295,-0.02220,0.01141,0.12461
