site,YYMMMDD,yyyy.yyyy,__MJD,week,d,reflon,east(m),north(m),up(m),_ant(m),sig_e(m),sig_n(m),sig_u(m),__corr_en,__corr_eu,__corr_nu
POAL,20JAN01,2020.0000,58849,2086,3,-51.1,-1905.44553,-3328320.98462,76.74541,0.0075,0.00071,0.00080,0.00308,-0.00278,-0.05322,0.12876
POAL,20JAN02,2020.0027,58850,2086,4,-51.1,-1905.44620,-3328320.98669,76.74281,0.0075,0.00069,0.00078,0.00293,-0.02333,-0.01976,0.14432
POAL,20JAN03,2020.0055,58851,2086,5,-51.1,-1905.44642,-3328320.98836,76.73776,0.0075,0.00070,0.00077,0.00292,0.00028,0.00814,0.13861
POAL,20JAN04,2020.0082,58852,2086,6,-51.1,-1905.44721,-3328320.98575,76.73764,0.0075,0.00070,0.00078,0.00291,-0.00544,0.00290,0.12719
POAL,20JAN05,2020.0110,58853,2087,0,-51.1,-1905.44881,-3328320.98531,76.74197,0.0075,0.00071,0.00079,0.00309,0.03483,0.03559,0.16231
POAL,20JAN06,2020.0137,58854,2087,1,-51.1,-1905.44819,-3328320.98490,76.74146,0.0075,0.00073,0.00084,0.00325,0.00334,-0.00142,0.16026
POAL,20JAN07,2020.0164,58855,2087,2,-51.1,-1905.44657,-3328320.98409,76.74397,0.0075,0.00071,0.00080,0.00310,0.01763,0.00633,0.14085
POAL,20JAN08,2020.0192,58856,2087,3,-51.1,-1905.44739,-3328320.98428,76.73863,0.0075,0.00069,0.00078,0.00289,-0.03561,-0.02644,0.11409
POAL,20JAN09,2020.0219,58857,2087,4,-51.1,-1905.44868,-3328320.98427,76.74097,0.0075,0.00073,0.00081,0.00311,0.02004,-0.02409,0.14921
POAL,20JAN10,2020.0246,58858,2087,5,-51.1,-1905.44790,-3328320.98160,76.74360,0.0075,0.00076,0.00082,0.00332,0.01789,0.00265,0.14886
POAL,20JAN11,2020.0274,58859,2087,6,-51.1,-1905.44729,-3328320.98529,76.74482,0.0075,0.00069,0.00076,0.00287,-0.02841,-0.05350,0.13266
POAL,20JAN12,2020.0301,58860,2088,0,-51.1,-1905.44623,-3328320.98319,76.74118,0.0075,0.00070,0.00078,0.00291,-0.05588,-0.06382,0.12274
POAL,20JAN13,2020.0329,58861,2088,1,-51.1,-1905.44770,-3328320.98188,76.73760,0.0075,0.00068,0.00076,0.00282,-0.02756,-0.04335,0.10519
POAL,20JAN14,2020.0356,58862,2088,2,-51.1,-1905.44575,-3328320.98536,76.74379,0.0075,0.00068,0.00077,0.00285,-0.02818,-0.02019,0.12247
POAL,20JAN15,2020.0383,58863,2088,3,-51.1,-1905.44528,-3328320.98529,76.74436,0.0075,0.00072,0.00079,0.00313,-0.00473,-0.01147,0.16602
POAL,20JAN16,2020.0411,58864,2088,4,-51.1,-1905.44786,-3328320.98463,76.73589,0.0075,0.00071,0.00080,0.00305,-0.05557,-0.08896,0.17058
POAL,20JAN17,2020.0438,58865,2088,5,-51.1,-1905.44888,-3328320.98446,76.73757,0.0075,0.00068,0.00078,0.00290,-0.06100,-0.08655,0.17909
POAL,20JAN18,2020.0465,58866,2088,6,-51.1,-1905.44722,-3328320.98477,76.73961,0.0075,0.00067,0.00075,0.00274,-0.04180,-0.05450,0.13245
POAL,20JAN19,2020.0493,58867,2089,0,-51.1,-1905.44444,-3328320.98409,76.74403,0.0075,0.00069,0.00076,0.00286,-0.04126,-0.07522,0.13409
POAL,20JAN20,2020.0520,58868,2089,1,-51.1,-1905.44543,-3328320.98557,76.74724,0.0075,0.00070,0.00078,0.00293,-0.03192,-0.06714,0.10548
POAL,20JAN21,2020.0548,58869,2089,2,-51.1,-1905.44608,-3328320.98442,76.75014,0.0075,0.00073,0.00080,0.00313,-0.03310,-0.06699,0.19152
POAL,20JAN22,2020.0575,58870,2089,3,-51.1,-1905.44665,-3328320.98500,76.74430,0.0075,0.00069,0.00078,0.00289,-0.03261,-0.06088,0.15009
POAL,20JAN23,2020.0602,58871,2089,4,-51.1,-1905.44552,-3328320.98439,76.74546,0.0075,0.00071,0.00079,0.00301,-0.01250,-0.03325,0.13297
POAL,20JAN24,2020.0630,58872,2089,5,-51.1,-1905.44797,-3328320.98442,76.74583,0.0075,0.00069,0.00076,0.00285,-0.04334,-0.05394,0.14034
POAL,20JAN25,2020.0657,58873,2089,6,-51.1,-1905.44638,-3328320.98388,76.73954,0.0075,0.00068,0.00076,0.00284,-0.03871,-0.06343,0.14228
POAL,20JAN26,2020.0684,58874,2090,0,-51.1,-1905.44556,-3328320.98847,76.74547,0.0075,0.00070,0.00079,0.00301,-0.02039,-0.07770,0.13206
POAL,20JAN27,2020.0712,58875,2090,1,-51.1,-1905.44652,-3328320.98550,76.74767,0.0075,0.00072,0.00081,0.00313,-0.03111,-0.06043,0.16626
POAL,20JAN28,2020.0739,58876,2090,2,-51.1,-1905.44609,-3328320.98674,76.73480,0.0075,0.00069,0.00075,0.00284,-0.01635,-0.03242,0.14104
POAL,20JAN29,2020.0767,58877,2090,3,-51.1,-1905.44733,-3328320.98329,76.73203,0.0075,0.00069,0.00077,0.00290,-0.03508,-0.05864,0.14341
POAL,20JAN30,2020.0794,58878,2090,4,-51.1,-1905.44715,-3328320.98384,76.74635,0.0075,0.00070,0.00077,0.00292,-0.04311,-0.04480,0.17257
POAL,20JAN31,2020.0821,58879,2090,5,-51.1,-1905.45052,-3328320.98387,76.75240,0.0075,0.00072,0.00079,0.00305,-0.03728,-0.06992,0.15368
POAL,20FEB01,2020.0849,58880,2090,6,-51.1,-1905.44917,-3328320.98363,76.74202,0.0075,0.00069,0.00077,0.00286,-0.03838,-0.06465,0.14665
POAL,20FEB02,2020.0876,58881,2091,0,-51.1,-1905.44687,-3328320.98428,76.74255,0.0075,0.00069,0.00078,0.00288,-0.03882,-0.05689,0.13623
POAL,20FEB03,2020.0903,58882,2091,1,-51.1,-1905.44485,-3328320.98510,76.74514,0.0075,0.00069,0.00077,0.00286,-0.01908,-0.07520,0.13509
POAL,20FEB04,2020.0931,58883,2091,2,-51.1,-1905.44637,-3328320.98489,76.74184,0.0075,0.00068,0.00075,0.00282,-0.02409,-0.04154,0.11889
POAL,20FEB05,2020.0958,58884,2091,3,-51.1,-1905.44477,-3328320.98343,76.74448,0.0075,0.00069,0.00077,0.00289,-0.04226,-0.06458,0.15512
POAL,20FEB06,2020.0986,58885,2091,4,-51.1,-1905.44707,-3328320.98300,76.73965,0.0075,0.00069,0.00076,0.00288,-0.03244,-0.06361,0.12656
POAL,20FEB07,2020.1013,58886,2091,5,-51.1,-1905.44688,-3328320.98372,76.75350,0.0075,0.00070,0.00077,0.00291,-0.05769,-0.06080,0.13321
POAL,20FEB08,2020.1040,58887,2091,6,-51.1,-1905.44437,-3328320.98149,76.74570,0.0075,0.00071,0.00080,0.00309,-0.04444,-0.08637,0.16416
POAL,20FEB09,2020.1068,58888,2092,0,-51.1,-1905.44708,-3328320.98277,76.73622,0.0075,0.00069,0.00076,0.00290,-0.03496,-0.04612,0.12749
POAL,20FEB10,2020.1095,58889,2092,1,-51.1,-1905.44676,-3328320.98001,76.74182,0.0075,0.00068,0.00075,0.00283,-0.01377,-0.06035,0.14060
POAL,20FEB11,2020.1123,58890,2092,2,-51.1,-1905.44584,-3328320.98341,76.74245,0.0075,0.00069,0.00077,0.00287,-0.03974,-0.04667,0.14717
POAL,20FEB12,2020.1150,58891,2092,3,-51.1,-1905.44588,-3328320.98519,76.74437,0.0075,0.00068,0.00075,0.00280,-0.02039,-0.07571,0.14207
POAL,20FEB13,2020.1177,58892,2092,4,-51.1,-1905.44517,-3328320.98095,76.74464,0.0075,0.00069,0.00076,0.00288,-0.03461,-0.06291,0.14428
POAL,20FEB14,2020.1205,58893,2092,5,-51.1,-1905.44611,-3328320.98190,76.73951,0.0075,0.00069,0.00077,0.00288,-0.04048,-0.05655,0.14505
POAL,20FEB15,2020.1232,58894,2092,6,-51.1,-1905.44735,-3328320.98541,76.73630,0.0075,0.00068,0.00075,0.00282,-0.00525,-0.04685,0.14508
POAL,20FEB16,2020.1259,58895,2093,0,-51.1,-1905.44403,-3328320.98533,76.74309,0.0075,0.00069,0.00077,0.00286,-0.04327,-0.06335,0.11560
POAL,20FEB17,2020.1287,58896,2093,1,-51.1,-1905.44498,-3328320.98360,76.74761,0.0075,0.00070,0.00078,0.00298,-0.04483,-0.05885,0.15598
POAL,20FEB18,2020.1314,58897,2093,2,-51.1,-1905.44643,-3328320.98349,76.74267,0.0075,0.00070,0.00078,0.00299,-0.00472,-0.03395,0.13217
POAL,20FEB19,2020.1342,58898,2093,3,-51.1,-1905.44554,-3328320.98219,76.73623,0.0075,0.00070,0.00077,0.00293,-0.02754,-0.03880,0.16222
POAL,20FEB20,2020.1369,58899,2093,4,-51.1,-1905.44560,-3328320.98155,76.73939,0.0075,0.00069,0.00078,0.00294,-0.02018,-0.02403,0.16683
POAL,20FEB21,2020.1396,58900,2093,5,-51.1,-1905.44516,-3328320.98072,76.73701,0.0075,0.00068,0.00077,0.00289,-0.01703,-0.04001,0.14576
POAL,20FEB22,2020.1424,58901,2093,6,-51.1,-1905.44710,-3328320.98251,76.73310,0.0075,0.00067,0.00074,0.00276,-0.02973,-0.04930,0.14392
POAL,20FEB23,2020.1451,58902,2094,0,-51.1,-1905.44458,-3328320.98092,76.73543,0.0075,0.00068,0.00075,0.00280,-0.01371,-0.07210,0.14744
POAL,20FEB24,2020.1478,58903,2094,1,-51.1,-1905.44437,-3328320.98257,76.74152,0.0075,0.00069,0.00077,0.00291,-0.03649,-0.05469,0.14119
POAL,20FEB25,2020.1506,58904,2094,2,-51.1,-1905.45034,-3328320.98320,76.73121,0.0075,0.00072,0.00080,0.00308,0.00345,-0.05797,0.14980
POAL,20FEB26,2020.1533,58905,2094,3,-51.1,-1905.44625,-3328320.98144,76.73437,0.0075,0.00069,0.00077,0.00296,-0.01198,-0.04816,0.15170
POAL,20FEB27,2020.1561,58906,2094,4,-51.1,-1905.44739,-3328320.98239,76.73759,0.0075,0.00067,0.00075,0.00276,-0.02530,-0.03962,0.13712
POAL,20FEB28,2020.1588,58907,2094,5,-51.1,-1905.44713,-3328320.98356,76.74081,0.0075,0.00067,0.00075,0.00279,-0.02945,-0.04392,0.13141
POAL,20FEB29,2020.1615,58908,2094,6,-51.1,-1905.44511,-3328320.98324,76.73616,0.0075,0.00068,0.00076,0.00286,-0.02212,-0.07167,0.13771
POAL,20MAR01,2020.1643,58909,2095,0,-51.1,-1905.44549,-3328320.98340,76.73952,0.0075,0.00068,0.00075,0.00283,-0.01536,-0.04376,0.13404
POAL,20MAR02,2020.1670,58910,2095,1,-51.1,-1905.44933,-3328320.98289,76.73563,0.0075,0.00069,0.00076,0.00289,-0.02793,-0.06252,0.15541
POAL,20MAR03,2020.1697,58911,2095,2,-51.1,-1905.44701,-3328320.98172,76.73595,0.0075,0.00068,0.00076,0.00281,-0.03354,-0.04720,0.13704
POAL,20MAR04,2020.1725,58912,2095,3,-51.1,-1905.44699,-3328320.98214,76.73737,0.0075,0.00067,0.00075,0.00278,-0.02632,-0.04776,0.12263
POAL,20MAR05,2020.1752,58913,2095,4,-51.1,-1905.44603,-3328320.98182,76.73867,0.0075,0.00067,0.00075,0.00276,-0.03021,-0.05963,0.14258
POAL,20MAR06,2020.1780,58914,2095,5,-51.1,-1905.44717,-3328320.98077,76.74501,0.0075,0.00067,0.00074,0.00277,-0.02915,-0.05264,0.13794
POAL,20MAR07,2020.1807,58915,2095,6,-51.1,-1905.44618,-3328320.98219,76.74559,0.0075,0.00067,0.00075,0.00280,-0.03426,-0.04507,0.14033
POAL,20MAR08,2020.1834,58916,2096,0,-51.1,-1905.44615,-3328320.98340,76.74905,0.0075,0.00069,0.00076,0.00287,-0.04038,-0.03778,0.12707
POAL,20MAR09,2020.1862,58917,2096,1,-51.1,-1905.44627,-3328320.98033,76.73916,0.0075,0.00067,0.00075,0.00281,-0.02572,-0.05580,0.12867
POAL,20MAR10,2020.1889,58918,2096,2,-51.1,-1905.44564,-3328320.98466,76.74204,0.0075,0.00067,0.00076,0.00281,-0.03001,-0.06961,0.12553
POAL,20MAR11,2020.1916,58919,2096,3,-51.1,-1905.44780,-3328320.98231,76.74391,0.0075,0.00068,0.00076,0.00282,-0.03246,-0.06482,0.11922
POAL,20MAR12,2020.1944,58920,2096,4,-51.1,-1905.44551,-3328320.98081,76.73929,0.0075,0.00067,0.00075,0.00281,-0.02105,-0.05374,0.12201
POAL,20MAR13,2020.1971,58921,2096,5,-51.1,-1905.44588,-3328320.98161,76.73799,0.0075,0.00069,0.00076,0.00288,-0.01798,-0.01653,0.15304
POAL,20MAR14,2020.1999,58922,2096,6,-51.1,-1905.44462,-3328320.98242,76.73985,0.0075,0.00068,0.00076,0.00284,-0.03181,-0.03340,0.12560
POAL,20MAR15,2020.2026,58923,2097,0,-51.1,-1905.44482,-3328320.98131,76.74971,0.0075,0.00069,0.00076,0.00291,-0.03453,-0.06656,0.13800
POAL,20MAR16,2020.2053,58924,2097,1,-51.1,-1905.44485,-3328320.98248,76.73543,0.0075,0.00068,0.00076,0.00287,-0.04312,-0.06055,0.13547
POAL,20MAR17,2020.2081,58925,2097,2,-51.1,-1905.44557,-3328320.98257,76.74234,0.0075,0.00067,0.00074,0.00276,-0.03395,-0.05856,0.12510
POAL,20MAR18,2020.2108,58926,2097,3,-51.1,-1905.44687,-3328320.98192,76.74744,0.0075,0.00072,0.00078,0.00305,0.01158,-0.05126,0.13597
POAL,20MAR19,2020.2136,58927,2097,4,-51.1,-1905.44830,-3328320.97992,76.74290,0.0075,0.00077,0.00082,0.00308,-0.00291,-0.06943,0.13190
POAL,20MAR20,2020.2163,58928,2097,5,-51.1,-1905.44634,-3328320.98305,76.74737,0.0075,0.00070,0.00079,0.00295,-0.02348,-0.05796,0.17300
POAL,20MAR21,2020.2190,58929,2097,6,-51.1,-1905.44488,-3328320.98231,76.75496,0.0075,0.00067,0.00077,0.00284,-0.02378,-0.06127,0.13026
POAL,20MAR22,2020.2218,58930,2098,0,-51.1,-1905.44634,-3328320.98411,76.75057,0.0075,0.00068,0.00075,0.00283,-0.04105,-0.07068,0.13183
POAL,20MAR23,2020.2245,58931,2098,1,-51.1,-1905.44679,-3328320.98446,76.74557,0.0075,0.00067,0.00075,0.00278,-0.02524,-0.06240,0.13194
POAL,20MAR24,2020.2272,58932,2098,2,-51.1,-1905.44505,-3328320.98617,76.74471,0.0075,0.00067,0.00075,0.00281,-0.02799,-0.03290,0.14358
POAL,20MAR25,2020.2300,58933,2098,3,-51.1,-1905.44597,-3328320.98271,76.74799,0.0075,0.00068,0.00076,0.00289,-0.02438,-0.04598,0.12853
POAL,20MAR26,2020.2327,58934,2098,4,-51.1,-1905.44543,-3328320.98016,76.74088,0.0075,0.00085,0.00090,0.00336,-0.06822,-0.04059,0.08807
POAL,20MAR27,2020.2355,58935,2098,5,-51.1,-1905.44576,-3328320.98100,76.74093,0.0075,0.00068,0.00075,0.00279,-0.02698,-0.07062,0.10115
POAL,20MAR28,2020.2382,58936,2098,6,-51.1,-1905.44653,-3328320.97948,76.75131,0.0075,0.00069,0.00076,0.00289,-0.02541,-0.06799,0.10810
POAL,20MAR29,2020.2409,58937,2099,0,-51.1,-1905.44698,-3328320.98098,76.74827,0.0075,0.00070,0.00076,0.00289,-0.02578,-0.07611,0.11471
POAL,20MAR30,2020.2437,58938,2099,1,-51.1,-1905.44637,-3328320.98293,76.74084,0.0075,0.00071,0.00076,0.00294,-0.02107,-0.02565,0.13772
POAL,20MAR31,2020.2464,58939,2099,2,-51.1,-1905.44504,-3328320.98143,76.73781,0.0075,0.00069,0.00076,0.00286,-0.03395,-0.05791,0.12481
POAL,20APR01,2020.2491,58940,2099,3,-51.1,-1905.44584,-3328320.98103,76.74846,0.0075,0.00069,0.00076,0.00282,-0.03699,-0.06786,0.10363
POAL,20APR02,2020.2519,58941,2099,4,-51.1,-1905.44765,-3328320.98124,76.74440,0.0075,0.00071,0.00079,0.00302,-0.04102,-0.06638,0.13408
POAL,20APR03,2020.2546,58942,2099,5,-51.1,-1905.44741,-3328320.98242,76.74510,0.0075,0.00069,0.00077,0.00289,-0.02018,-0.03645,0.12696
POAL,20APR04,2020.2574,58943,2099,6,-51.1,-1905.44838,-3328320.98269,76.74563,0.0075,0.00068,0.00076,0.00280,-0.02402,-0.05782,0.13197
POAL,20APR05,2020.2601,58944,2100,0,-51.1,-1905.44773,-3328320.98360,76.74606,0.0075,0.00068,0.00075,0.00279,-0.03954,-0.06502,0.12080
POAL,20APR06,2020.2628,58945,2100,1,-51.1,-1905.44847,-3328320.98211,76.74178,0.0075,0.00070,0.00077,0.00296,-0.03905,-0.09270,0.14130
POAL,20APR07,2020.2656,58946,2100,2,-51.1,-1905.44874,-3328320.98247,76.74518,0.0075,0.00069,0.00076,0.00282,-0.03108,-0.08648,0.12069
POAL,20APR08,2020.2683,58947,2100,3,-51.1,-1905.44762,-3328320.98512,76.74018,0.0075,0.00068,0.00076,0.00279,-0.04556,-0.07530,0.11722
POAL,20APR09,2020.2710,58948,2100,4,-51.1,-1905.45024,-3328320.98206,76.74101,0.0075,0.00069,0.00076,0.00283,-0.02744,-0.07899,0.11504
POAL,20APR10,2020.2738,58949,2100,5,-51.1,-1905.44953,-3328320.98256,76.74503,0.0075,0.00070,0.00076,0.00288,-0.04681,-0.05752,0.13510
POAL,20APR11,2020.2765,58950,2100,6,-51.1,-1905.44682,-3328320.98293,76.75047,0.0075,0.00069,0.00076,0.00283,-0.02777,-0.04891,0.12925
POAL,20APR12,2020.2793,58951,2101,0,-51.1,-1905.44732,-3328320.98335,76.74351,0.0075,0.00071,0.00076,0.00285,-0.02382,-0.08117,0.13919
POAL,20APR13,2020.2820,58952,2101,1,-51.1,-1905.44718,-3328320.98257,76.74119,0.0075,0.00071,0.00076,0.00287,-0.02140,-0.06621,0.13548
POAL,20APR14,2020.2847,58953,2101,2,-51.1,-1905.44823,-3328320.98226,76.74237,0.0075,0.00070,0.00077,0.00292,-0.02252,-0.05803,0.13209
POAL,20APR15,2020.2875,58954,2101,3,-51.1,-1905.44949,-3328320.98119,76.73876,0.0075,0.00069,0.00077,0.00287,-0.00349,-0.03766,0.10789
POAL,20APR16,2020.2902,58955,2101,4,-51.1,-1905.44792,-3328320.98100,76.74284,0.0075,0.00069,0.00076,0.00284,-0.02056,-0.06217,0.12563
POAL,20APR17,2020.2930,58956,2101,5,-51.1,-1905.44702,-3328320.97974,76.73809,0.0075,0.00068,0.00075,0.00279,-0.03254,-0.04436,0.13386
POAL,20APR18,2020.2957,58957,2101,6,-51.1,-1905.44818,-3328320.97862,76.74666,0.0075,0.00069,0.00076,0.00282,-0.03676,-0.04240,0.13926
POAL,20APR19,2020.2984,58958,2102,0,-51.1,-1905.44822,-3328320.98079,76.74454,0.0075,0.00069,0.00076,0.00281,-0.04007,-0.08143,0.12950
POAL,20APR20,2020.3012,58959,2102,1,-51.1,-1905.44781,-3328320.98244,76.74061,0.0075,0.00068,0.00075,0.00277,-0.02850,-0.03944,0.10807
POAL,20APR21,2020.3039,58960,2102,2,-51.1,-1905.44767,-3328320.98207,76.74377,0.0075,0.00068,0.00076,0.00282,-0.02681,-0.03917,0.10826
POAL,20APR22,2020.3066,58961,2102,3,-51.1,-1905.44612,-3328320.98194,76.74213,0.0075,0.00068,0.00076,0.00280,-0.02014,-0.03344,0.09384
POAL,20APR23,2020.3094,58962,2102,4,-51.1,-1905.44833,-3328320.98098,76.74899,0.0075,0.00071,0.00077,0.00288,-0.02565,-0.06389,0.12780
POAL,20APR24,2020.3121,58963,2102,5,-51.1,-1905.44843,-3328320.98047,76.74874,0.0075,0.00070,0.00076,0.00281,-0.02516,-0.04268,0.13983
POAL,20APR25,2020.3149,58964,2102,6,-51.1,-1905.44888,-3328320.98359,76.74119,0.0075,0.00068,0.00075,0.00280,-0.02708,-0.06873,0.12069
POAL,20APR26,2020.3176,58965,2103,0,-51.1,-1905.44965,-3328320.98412,76.74717,0.0075,0.00068,0.00076,0.00284,-0.00678,-0.05115,0.14238
POAL,20APR27,2020.3203,58966,2103,1,-51.1,-1905.44830,-3328320.98268,76.74517,0.0075,0.00067,0.00075,0.00279,-0.01043,-0.03378,0.11844
POAL,20APR28,2020.3231,58967,2103,2,-51.1,-1905.44773,-3328320.98087,76.74601,0.0075,0.00067,0.00074,0.00276,0.00176,-0.04080,0.13192
POAL,20APR29,2020.3258,58968,2103,3,-51.1,-1905.44857,-3328320.98071,76.75030,0.0075,0.00069,0.00075,0.00289,0.01141,-0.05599,0.12277
POAL,20APR30,2020.3285,58969,2103,4,-51.1,-1905.44706,-3328320.98081,76.73831,0.0075,0.00067,0.00075,0.00276,-0.00803,-0.04981,0.12157
POAL,20MAY01,2020.3313,58970,2103,5,-51.1,-1905.44903,-3328320.97893,76.74341,0.0075,0.00068,0.00075,0.00280,0.00393,-0.02657,0.13517
POAL,20MAY02,2020.3340,58971,2103,6,-51.1,-1905.44977,-3328320.98331,76.73781,0.0075,0.00067,0.00075,0.00277,-0.01100,-0.03544,0.12723
POAL,20MAY03,2020.3368,58972,2104,0,-51.1,-1905.44881,-3328320.98169,76.74550,0.0075,0.00067,0.00074,0.00274,0.00212,-0.01786,0.11828
POAL,20MAY04,2020.3395,58973,2104,1,-51.1,-1905.45060,-3328320.98060,76.74674,0.0075,0.00067,0.00075,0.00280,0.00877,-0.01278,0.13447
POAL,20MAY05,2020.3422,58974,2104,2,-51.1,-1905.45060,-3328320.97962,76.73872,0.0075,0.00071,0.00079,0.00300,0.00031,-0.08641,0.14078
POAL,20MAY06,2020.3450,58975,2104,3,-51.1,-1905.45150,-3328320.97962,76.73096,0.0075,0.00067,0.00075,0.00278,-0.00922,-0.04447,0.11144
POAL,20MAY07,2020.3477,58976,2104,4,-51.1,-1905.44896,-3328320.98126,76.74207,0.0075,0.00067,0.00075,0.00275,-0.01471,-0.03911,0.11962
POAL,20MAY08,2020.3504,58977,2104,5,-51.1,-1905.44975,-3328320.98229,76.74222,0.0075,0.00068,0.00075,0.00278,-0.02881,-0.05347,0.11618
POAL,20MAY09,2020.3532,58978,2104,6,-51.1,-1905.45034,-3328320.97929,76.74060,0.0075,0.00069,0.00075,0.00277,-0.01561,-0.05692,0.11578
POAL,20MAY10,2020.3559,58979,2105,0,-51.1,-1905.45024,-3328320.98202,76.74608,0.0075,0.00069,0.00075,0.00278,-0.01393,-0.05316,0.10943
POAL,20MAY11,2020.3587,58980,2105,1,-51.1,-1905.44791,-3328320.98323,76.74387,0.0075,0.00068,0.00075,0.00284,0.01596,-0.06329,0.12609
POAL,20MAY12,2020.3614,58981,2105,2,-51.1,-1905.44867,-3328320.97933,76.74253,0.0075,0.00068,0.00076,0.00284,-0.00151,-0.05651,0.14147
POAL,20MAY13,2020.3641,58982,2105,3,-51.1,-1905.44850,-3328320.98039,76.73909,0.0075,0.00068,0.00075,0.00281,-0.00007,-0.02739,0.13644
POAL,20MAY14,2020.3669,58983,2105,4,-51.1,-1905.45088,-3328320.98422,76.73183,0.0075,0.00068,0.00075,0.00278,-0.02707,-0.04723,0.14398
POAL,20MAY15,2020.3696,58984,2105,5,-51.1,-1905.44905,-3328320.98060,76.73858,0.0075,0.00067,0.00075,0.00277,-0.01637,-0.03955,0.11816
POAL,20MAY16,2020.3723,58985,2105,6,-51.1,-1905.45022,-3328320.97811,76.74369,0.0075,0.00067,0.00075,0.00277,-0.00331,-0.04229,0.12547
POAL,20MAY17,2020.3751,58986,2106,0,-51.1,-1905.45080,-3328320.97816,76.74158,0.0075,0.00067,0.00075,0.00277,0.00047,-0.04836,0.11993
POAL,20MAY18,2020.3778,58987,2106,1,-51.1,-1905.45014,-3328320.98072,76.74330,0.0075,0.00066,0.00074,0.00272,-0.01081,-0.02968,0.12859
POAL,20MAY19,2020.3806,58988,2106,2,-51.1,-1905.44854,-3328320.98048,76.74105,0.0075,0.00066,0.00074,0.00272,-0.00534,-0.01767,0.11057
POAL,20MAY20,2020.3833,58989,2106,3,-51.1,-1905.45190,-3328320.97919,76.74061,0.0075,0.00067,0.00074,0.00273,-0.00678,-0.03958,0.14609
POAL,20MAY21,2020.3860,58990,2106,4,-51.1,-1905.44812,-3328320.97816,76.73976,0.0075,0.00067,0.00075,0.00282,0.00580,-0.01772,0.13357
POAL,20MAY22,2020.3888,58991,2106,5,-51.1,-1905.45021,-3328320.98222,76.73337,0.0075,0.00071,0.00078,0.00300,0.05165,-0.02788,0.11024
POAL,20MAY23,2020.3915,58992,2106,6,-51.1,-1905.45075,-3328320.98070,76.73317,0.0075,0.00070,0.00077,0.00297,-0.02233,-0.06922,0.15593
POAL,20MAY24,2020.3943,58993,2107,0,-51.1,-1905.44999,-3328320.98293,76.73686,0.0075,0.00068,0.00075,0.00283,-0.01097,-0.03080,0.14249
POAL,20MAY25,2020.3970,58994,2107,1,-51.1,-1905.44946,-3328320.98249,76.73830,0.0075,0.00068,0.00077,0.00287,-0.01303,-0.05901,0.13465
POAL,20MAY26,2020.3997,58995,2107,2,-51.1,-1905.44924,-3328320.97934,76.73610,0.0075,0.00067,0.00075,0.00278,-0.01674,-0.06333,0.13966
POAL,20MAY27,2020.4025,58996,2107,3,-51.1,-1905.45017,-3328320.97951,76.73297,0.0075,0.00067,0.00075,0.00280,-0.01281,-0.05754,0.12716
POAL,20MAY28,2020.4052,58997,2107,4,-51.1,-1905.44933,-3328320.98006,76.73952,0.0075,0.00068,0.00076,0.00287,0.01119,-0.01308,0.10611
POAL,20MAY29,2020.4079,58998,2107,5,-51.1,-1905.44974,-3328320.97998,76.73588,0.0075,0.00066,0.00075,0.00276,-0.00639,-0.04410,0.11676
POAL,20MAY30,2020.4107,58999,2107,6,-51.1,-1905.44894,-3328320.98096,76.73621,0.0075,0.00067,0.00075,0.00279,-0.01324,-0.05830,0.10997
POAL,20MAY31,2020.4134,59000,2108,0,-51.1,-1905.45120,-3328320.97897,76.73527,0.0075,0.00067,0.00075,0.00284,-0.00812,-0.03616,0.13365
POAL,20JUN01,2020.4162,59001,2108,1,-51.1,-1905.45012,-3328320.97986,76.73584,0.0075,0.00067,0.00075,0.00277,-0.00347,-0.03531,0.13833
POAL,20JUN02,2020.4189,59002,2108,2,-51.1,-1905.44993,-3328320.98037,76.73734,0.0075,0.00067,0.00075,0.00279,-0.01138,-0.06195,0.13060
POAL,20JUN03,2020.4216,59003,2108,3,-51.1,-1905.45120,-3328320.98335,76.73458,0.0075,0.00067,0.00075,0.00278,-0.01528,-0.05253,0.12810
POAL,20JUN04,2020.4244,59004,2108,4,-51.1,-1905.44888,-3328320.98337,76.72953,0.0075,0.00069,0.00078,0.00289,0.00559,-0.04631,0.15215
POAL,20JUN05,2020.4271,59005,2108,5,-51.1,-1905.44769,-3328320.98317,76.73645,0.0075,0.00070,0.00078,0.00292,0.01249,-0.05716,0.16878
POAL,20JUN06,2020.4298,59006,2108,6,-51.1,-1905.44839,-3328320.98328,76.73649,0.0075,0.00069,0.00076,0.00289,-0.01090,-0.02000,0.13891
POAL,20JUN07,2020.4326,59007,2109,0,-51.1,-1905.44826,-3328320.98187,76.73298,0.0075,0.00066,0.00074,0.00274,-0.01136,-0.04867,0.12743
POAL,20JUN08,2020.4353,59008,2109,1,-51.1,-1905.44778,-3328320.98266,76.73271,0.0075,0.00067,0.00075,0.00278,-0.00710,-0.04104,0.11846
POAL,20JUN09,2020.4381,59009,2109,2,-51.1,-1905.44743,-3328320.98225,76.73859,0.0075,0.00067,0.00076,0.00280,-0.00985,-0.03816,0.12316
POAL,20JUN10,2020.4408,59010,2109,3,-51.1,-1905.44846,-3328320.98151,76.73679,0.0075,0.00068,0.00076,0.00288,0.00134,-0.02419,0.14806
